order_id,order_date,supplier,product,category,quantity,unit_price,total_cost,delivery_days,complaint
PO-009430,2024-10-01,FoodSupply GmbH,Nudeln,Getreide,536,1.12,600.32,4,Nein
PO-017958,2024-10-01,AgroFresh GmbH,Butter,Milchprodukte,705,2.47,1741.35,3,Nein
PO-046767,2024-10-01,EuroFoods GmbH,Mehl,Getreide,539,0.81,436.59,3,Nein
PO-021757,2024-10-01,LandGut GmbH,Äpfel,Obst & Gemüse,605,1.33,804.65,9,Nein
PO-023988,2024-10-01,GreenFields GmbH,TK-Pommes,Tiefkühlprodukte,564,2.0,1128.0,5,Nein
PO-041600,2024-10-01,LandGut GmbH,TK-Pommes,Tiefkühlprodukte,498,1.77,881.46,8,Nein
PO-036848,2024-10-01,NordFood GmbH,Karotten,Obst & Gemüse,758,1.17,886.86,5,Nein
PO-036051,2024-10-01,EuroFoods GmbH,Äpfel,Obst & Gemüse,251,1.44,361.44,4,Nein
PO-021964,2024-10-01,EuroFoods GmbH,Käse,Milchprodukte,886,5.54,4908.44,7,Nein
PO-020045,2024-10-01,BioHarvest GmbH,Nudeln,Getreide,382,1.31,500.42,3,Nein
PO-001826,2024-10-01,FoodSupply GmbH,Putenfleisch,Fleisch,43,7.81,335.83,5,Nein
PO-027991,2024-10-01,FreshTrade GmbH,Butter,Milchprodukte,588,2.32,1364.16,5,Nein
PO-013887,2024-10-01,FoodSupply GmbH,TK-Pommes,Tiefkühlprodukte,707,2.07,1463.49,5,Nein
PO-005738,2024-10-01,BioHarvest GmbH,Rindfleisch,Fleisch,814,11.9,9686.6,5,Nein
PO-029044,2024-10-01,NordFood GmbH,Karotten,Obst & Gemüse,847,1.09,923.23,5,Nein
PO-032313,2024-10-01,NordFood GmbH,Bananen,Obst & Gemüse,664,1.21,803.44,6,Nein
PO-045229,2024-10-01,NordFood GmbH,Reis,Getreide,835,1.67,1394.45,6,Nein
PO-020773,2024-10-01,LandGut GmbH,Käse,Milchprodukte,351,5.24,1839.24,6,Nein
PO-016907,2024-10-01,NordFood GmbH,Kartoffeln,Obst & Gemüse,211,0.9,189.9,6,Nein
PO-008167,2024-10-01,FreshTrade GmbH,Tomaten,Obst & Gemüse,295,1.95,575.25,5,Nein
PO-012768,2024-10-01,LandGut GmbH,Haferflocken,Getreide,30,1.2,36.0,7,Nein
PO-028762,2024-10-01,GreenFields GmbH,Äpfel,Obst & Gemüse,959,1.41,1352.19,7,Nein
PO-049906,2024-10-01,AgroFresh GmbH,Kartoffeln,Obst & Gemüse,503,0.96,482.88,2,Nein
PO-012621,2024-10-01,NordFood GmbH,Kartoffeln,Obst & Gemüse,946,0.92,870.32,3,Nein
PO-024342,2024-10-01,AgroFresh GmbH,Hähnchen,Fleisch,834,7.27,6063.18,3,Nein
PO-036806,2024-10-01,EuroFoods GmbH,Äpfel,Obst & Gemüse,284,1.38,391.92,6,Nein
PO-028627,2024-10-01,FoodSupply GmbH,Äpfel,Obst & Gemüse,501,1.47,736.47,4,Nein
PO-023186,2024-10-01,GreenFields GmbH,Äpfel,Obst & Gemüse,874,1.34,1171.16,3,Nein
PO-004032,2024-10-01,LandGut GmbH,Haferflocken,Getreide,142,1.21,171.82,9,Nein
PO-041435,2024-10-01,AgroFresh GmbH,Joghurt,Milchprodukte,980,0.76,744.8,4,Nein
PO-021652,2024-10-01,FoodSupply GmbH,Haferflocken,Getreide,735,1.33,977.55,3,Nein
PO-037998,2024-10-01,BioHarvest GmbH,TK-Gemüse,Tiefkühlprodukte,804,2.86,2299.44,2,Nein
PO-040711,2024-10-01,BioHarvest GmbH,Mehl,Getreide,407,0.88,358.16,2,Nein
PO-024287,2024-10-01,LandGut GmbH,TK-Pommes,Tiefkühlprodukte,99,1.88,186.12,7,Ja
PO-010779,2024-10-01,GreenFields GmbH,Mehl,Getreide,390,0.76,296.4,6,Nein
PO-039691,2024-10-01,AgroFresh GmbH,Butter,Milchprodukte,659,2.42,1594.78,5,Nein
PO-012112,2024-10-01,EuroFoods GmbH,Bananen,Obst & Gemüse,664,1.33,883.12,2,Nein
PO-028151,2024-10-01,NordFood GmbH,TK-Beeren,Tiefkühlprodukte,987,4.68,4619.16,6,Nein
PO-007693,2024-10-02,FreshTrade GmbH,Kartoffeln,Obst & Gemüse,967,0.84,812.28,6,Nein
PO-002594,2024-10-02,AgroFresh GmbH,Joghurt,Milchprodukte,221,0.82,181.22,5,Nein
PO-014759,2024-10-02,NordFood GmbH,Mehl,Getreide,887,0.86,762.82,4,Nein
PO-013088,2024-10-02,AgroFresh GmbH,Reis,Getreide,989,2.01,1987.89,3,Nein
PO-019789,2024-10-02,FoodSupply GmbH,TK-Gemüse,Tiefkühlprodukte,727,2.62,1904.74,1,Nein
PO-017401,2024-10-02,GreenFields GmbH,Joghurt,Milchprodukte,518,0.7,362.6,4,Nein
PO-006243,2024-10-02,LandGut GmbH,Karotten,Obst & Gemüse,114,1.05,119.7,8,Ja
PO-032032,2024-10-02,FreshTrade GmbH,Äpfel,Obst & Gemüse,29,1.37,39.73,2,Nein
PO-040414,2024-10-02,LandGut GmbH,TK-Beeren,Tiefkühlprodukte,832,4.27,3552.64,6,Nein
PO-020229,2024-10-02,EuroFoods GmbH,Äpfel,Obst & Gemüse,839,1.48,1241.72,2,Nein
PO-049105,2024-10-02,LandGut GmbH,Bananen,Obst & Gemüse,187,1.22,228.14,7,Nein
PO-037220,2024-10-02,EuroFoods GmbH,Joghurt,Milchprodukte,858,0.69,592.02,5,Nein
PO-009178,2024-10-02,GreenFields GmbH,Äpfel,Obst & Gemüse,553,1.41,779.73,2,Ja
PO-038478,2024-10-02,BioHarvest GmbH,Putenfleisch,Fleisch,639,8.28,5290.92,3,Nein
PO-011639,2024-10-02,EuroFoods GmbH,Käse,Milchprodukte,976,5.72,5582.72,1,Nein
PO-004099,2024-10-02,BioHarvest GmbH,Reis,Getreide,168,1.95,327.6,5,Nein
PO-022106,2024-10-02,BioHarvest GmbH,Nudeln,Getreide,236,1.28,302.08,2,Nein
PO-011725,2024-10-02,AgroFresh GmbH,Käse,Milchprodukte,355,5.85,2076.75,3,Nein
PO-024002,2024-10-02,FoodSupply GmbH,Bananen,Obst & Gemüse,42,1.2,50.4,3,Nein
PO-037185,2024-10-02,NordFood GmbH,Karotten,Obst & Gemüse,182,1.15,209.3,2,Nein
PO-034685,2024-10-02,GreenFields GmbH,Reis,Getreide,157,1.79,281.03,4,Nein
PO-028635,2024-10-02,EuroFoods GmbH,Hähnchen,Fleisch,223,6.4,1427.2,6,Nein
PO-025739,2024-10-02,GreenFields GmbH,Putenfleisch,Fleisch,542,6.98,3783.16,5,Ja
PO-006305,2024-10-02,LandGut GmbH,Mehl,Getreide,710,0.76,539.6,3,Ja
PO-006442,2024-10-02,NordFood GmbH,Nudeln,Getreide,391,1.06,414.46,3,Nein
PO-002547,2024-10-02,EuroFoods GmbH,Rindfleisch,Fleisch,718,11.06,7941.08,4,Nein
PO-039377,2024-10-02,NordFood GmbH,Rindfleisch,Fleisch,996,10.52,10477.92,6,Nein
PO-049640,2024-10-02,EuroFoods GmbH,Käse,Milchprodukte,808,5.66,4573.28,3,Nein
PO-006462,2024-10-02,FoodSupply GmbH,Nudeln,Getreide,587,1.17,686.79,3,Nein
PO-021739,2024-10-02,AgroFresh GmbH,TK-Gemüse,Tiefkühlprodukte,120,2.55,306.0,3,Nein
PO-006664,2024-10-02,EuroFoods GmbH,Nudeln,Getreide,938,1.1,1031.8,4,Nein
PO-039902,2024-10-02,AgroFresh GmbH,Rindfleisch,Fleisch,178,11.36,2022.08,4,Nein
PO-029744,2024-10-02,GreenFields GmbH,Rindfleisch,Fleisch,910,10.85,9873.5,7,Nein
PO-023045,2024-10-02,BioHarvest GmbH,Bananen,Obst & Gemüse,360,1.33,478.8,5,Nein
PO-047637,2024-10-02,BioHarvest GmbH,Haferflocken,Getreide,877,1.46,1280.42,3,Nein
PO-018543,2024-10-02,EuroFoods GmbH,Hähnchen,Fleisch,761,7.18,5463.98,4,Nein
PO-010515,2024-10-02,LandGut GmbH,Käse,Milchprodukte,187,5.18,968.66,11,Nein
PO-010776,2024-10-02,EuroFoods GmbH,Joghurt,Milchprodukte,463,0.73,337.99,5,Nein
PO-018607,2024-10-02,GreenFields GmbH,Joghurt,Milchprodukte,438,0.68,297.84,6,Nein
PO-012728,2024-10-02,BioHarvest GmbH,Nudeln,Getreide,664,1.26,836.64,4,Nein
PO-031613,2024-10-02,EuroFoods GmbH,Haferflocken,Getreide,729,1.28,933.12,1,Nein
PO-023023,2024-10-02,GreenFields GmbH,Milch,Milchprodukte,381,0.94,358.14,6,Nein
PO-018866,2024-10-02,GreenFields GmbH,Käse,Milchprodukte,292,5.92,1728.64,4,Nein
PO-040887,2024-10-02,FoodSupply GmbH,Milch,Milchprodukte,533,1.03,548.99,5,Nein
PO-012594,2024-10-02,NordFood GmbH,TK-Beeren,Tiefkühlprodukte,35,4.35,152.25,8,Nein
PO-026160,2024-10-02,FoodSupply GmbH,Haferflocken,Getreide,223,1.44,321.12,4,Nein
PO-029032,2024-10-02,GreenFields GmbH,Haferflocken,Getreide,95,1.3,123.5,4,Nein
PO-046932,2024-10-02,EuroFoods GmbH,Äpfel,Obst & Gemüse,138,1.53,211.14,6,Nein
PO-035011,2024-10-02,FoodSupply GmbH,Tomaten,Obst & Gemüse,276,2.2,607.2,4,Nein
PO-037874,2024-10-02,FreshTrade GmbH,Nudeln,Getreide,342,1.09,372.78,6,Nein
PO-049456,2024-10-02,EuroFoods GmbH,Äpfel,Obst & Gemüse,927,1.52,1409.04,4,Nein
PO-017866,2024-10-02,AgroFresh GmbH,TK-Pommes,Tiefkühlprodukte,708,2.19,1550.52,3,Nein
PO-020811,2024-10-02,AgroFresh GmbH,Tomaten,Obst & Gemüse,245,2.14,524.3,2,Nein
PO-023307,2024-10-03,FreshTrade GmbH,Putenfleisch,Fleisch,144,7.29,1049.76,5,Nein
PO-005068,2024-10-03,AgroFresh GmbH,Mehl,Getreide,802,0.82,657.64,4,Nein
PO-041329,2024-10-03,FreshTrade GmbH,Tomaten,Obst & Gemüse,450,2.01,904.5,3,Nein
PO-042060,2024-10-03,AgroFresh GmbH,TK-Pommes,Tiefkühlprodukte,14,2.07,28.98,2,Nein
PO-033928,2024-10-03,AgroFresh GmbH,Mehl,Getreide,38,0.86,32.68,2,Nein
PO-012486,2024-10-03,FoodSupply GmbH,Tomaten,Obst & Gemüse,874,2.24,1957.76,3,Nein
PO-000701,2024-10-03,NordFood GmbH,Hähnchen,Fleisch,393,6.61,2597.73,5,Nein
PO-015775,2024-10-03,FreshTrade GmbH,Rindfleisch,Fleisch,832,10.96,9118.72,7,Nein
PO-003769,2024-10-03,NordFood GmbH,Karotten,Obst & Gemüse,618,1.03,636.54,4,Nein
PO-005838,2024-10-03,EuroFoods GmbH,Haferflocken,Getreide,990,1.4,1386.0,3,Nein
PO-001225,2024-10-03,FreshTrade GmbH,Karotten,Obst & Gemüse,535,1.05,561.75,3,Nein
PO-017152,2024-10-03,AgroFresh GmbH,Käse,Milchprodukte,896,6.21,5564.16,3,Nein
PO-027530,2024-10-03,BioHarvest GmbH,TK-Pommes,Tiefkühlprodukte,282,2.19,617.58,4,Nein
PO-004329,2024-10-03,AgroFresh GmbH,Äpfel,Obst & Gemüse,778,1.57,1221.46,4,Nein
PO-026107,2024-10-03,LandGut GmbH,TK-Gemüse,Tiefkühlprodukte,899,2.48,2229.52,7,Nein
PO-028453,2024-10-03,FoodSupply GmbH,Haferflocken,Getreide,409,1.48,605.32,4,Nein
PO-046635,2024-10-03,FreshTrade GmbH,Milch,Milchprodukte,423,0.89,376.47,4,Nein
PO-002821,2024-10-03,FreshTrade GmbH,TK-Beeren,Tiefkühlprodukte,794,4.5,3573.0,5,Nein
PO-028191,2024-10-03,NordFood GmbH,Putenfleisch,Fleisch,22,7.33,161.26,3,Nein
PO-034561,2024-10-03,NordFood GmbH,TK-Gemüse,Tiefkühlprodukte,36,2.6,93.6,4,Nein
PO-000422,2024-10-03,EuroFoods GmbH,Tomaten,Obst & Gemüse,455,2.1,955.5,4,Nein
PO-029825,2024-10-03,FreshTrade GmbH,Äpfel,Obst & Gemüse,955,1.51,1442.05,8,Nein
PO-023985,2024-10-03,LandGut GmbH,Käse,Milchprodukte,629,5.51,3465.79,5,Nein
PO-028005,2024-10-03,AgroFresh GmbH,TK-Pommes,Tiefkühlprodukte,503,2.04,1026.12,4,Nein
PO-028939,2024-10-03,LandGut GmbH,TK-Pommes,Tiefkühlprodukte,906,1.75,1585.5,7,Nein
PO-039757,2024-10-03,BioHarvest GmbH,Reis,Getreide,398,2.1,835.8,1,Nein
PO-031711,2024-10-03,FreshTrade GmbH,Käse,Milchprodukte,671,5.35,3589.85,8,Nein
PO-027174,2024-10-03,NordFood GmbH,Käse,Milchprodukte,208,5.65,1175.2,4,Nein
PO-023709,2024-10-03,GreenFields GmbH,Reis,Getreide,517,1.86,961.62,7,Nein
PO-022814,2024-10-03,GreenFields GmbH,Haferflocken,Getreide,283,1.27,359.41,7,Nein
PO-039132,2024-10-03,BioHarvest GmbH,TK-Pommes,Tiefkühlprodukte,366,2.08,761.28,4,Nein
PO-006342,2024-10-03,LandGut GmbH,Tomaten,Obst & Gemüse,872,1.87,1630.64,6,Nein
PO-017751,2024-10-03,EuroFoods GmbH,Tomaten,Obst & Gemüse,886,2.05,1816.3,6,Nein
PO-027907,2024-10-03,AgroFresh GmbH,Reis,Getreide,546,1.9,1037.4,5,Nein
PO-041047,2024-10-03,GreenFields GmbH,TK-Gemüse,Tiefkühlprodukte,574,2.36,1354.64,6,Nein
PO-010048,2024-10-03,BioHarvest GmbH,Tomaten,Obst & Gemüse,438,2.2,963.6,3,Nein
PO-000394,2024-10-03,AgroFresh GmbH,Putenfleisch,Fleisch,852,7.75,6603.0,3,Nein
PO-003925,2024-10-03,EuroFoods GmbH,Karotten,Obst & Gemüse,322,1.11,357.42,3,Nein
PO-038983,2024-10-03,FreshTrade GmbH,TK-Gemüse,Tiefkühlprodukte,922,2.5,2305.0,7,Nein
PO-003278,2024-10-03,FreshTrade GmbH,TK-Gemüse,Tiefkühlprodukte,164,2.65,434.6,4,Nein
PO-020431,2024-10-03,FoodSupply GmbH,Bananen,Obst & Gemüse,347,1.22,423.34,1,Nein
PO-015709,2024-10-03,GreenFields GmbH,Butter,Milchprodukte,743,2.1,1560.3,4,Ja
PO-022596,2024-10-03,BioHarvest GmbH,TK-Pommes,Tiefkühlprodukte,775,2.41,1867.75,3,Nein
PO-048741,2024-10-03,LandGut GmbH,Putenfleisch,Fleisch,291,7.09,2063.19,6,Nein
PO-004606,2024-10-03,FoodSupply GmbH,Käse,Milchprodukte,297,5.55,1648.35,2,Nein
PO-015675,2024-10-03,AgroFresh GmbH,Haferflocken,Getreide,214,1.44,308.16,2,Nein
PO-036359,2024-10-03,EuroFoods GmbH,Nudeln,Getreide,614,1.16,712.24,4,Nein
PO-029396,2024-10-03,NordFood GmbH,Haferflocken,Getreide,396,1.32,522.72,3,Nein
PO-018665,2024-10-03,FreshTrade GmbH,Karotten,Obst & Gemüse,702,1.15,807.3,7,Nein
PO-009811,2024-10-03,NordFood GmbH,Haferflocken,Getreide,869,1.36,1181.84,6,Nein
PO-030704,2024-10-03,EuroFoods GmbH,Nudeln,Getreide,152,1.18,179.36,5,Nein
PO-043838,2024-10-03,FreshTrade GmbH,TK-Gemüse,Tiefkühlprodukte,205,2.64,541.2,5,Nein
PO-016775,2024-10-03,AgroFresh GmbH,Haferflocken,Getreide,484,1.34,648.56,3,Nein
PO-018722,2024-10-03,AgroFresh GmbH,TK-Pommes,Tiefkühlprodukte,919,2.24,2058.56,3,Nein
PO-033974,2024-10-03,BioHarvest GmbH,Mehl,Getreide,980,0.94,921.2,5,Nein
PO-027511,2024-10-03,BioHarvest GmbH,Haferflocken,Getreide,793,1.5,1189.5,2,Nein
PO-017049,2024-10-03,GreenFields GmbH,Tomaten,Obst & Gemüse,186,2.03,377.58,8,Nein
PO-038669,2024-10-03,FoodSupply GmbH,TK-Beeren,Tiefkühlprodukte,679,4.9,3327.1,3,Nein
PO-013718,2024-10-03,FoodSupply GmbH,TK-Beeren,Tiefkühlprodukte,655,4.8,3144.0,3,Nein
PO-000030,2024-10-03,FreshTrade GmbH,Nudeln,Getreide,164,1.14,186.96,5,Nein
PO-024955,2024-10-03,GreenFields GmbH,Äpfel,Obst & Gemüse,763,1.4,1068.2,4,Nein
PO-025082,2024-10-03,BioHarvest GmbH,Käse,Milchprodukte,602,6.42,3864.84,1,Nein
PO-020046,2024-10-04,LandGut GmbH,TK-Beeren,Tiefkühlprodukte,441,4.27,1883.07,8,Nein
PO-034874,2024-10-04,NordFood GmbH,Äpfel,Obst & Gemüse,527,1.32,695.64,3,Nein
PO-012564,2024-10-04,FreshTrade GmbH,Mehl,Getreide,333,0.78,259.74,4,Nein
PO-022626,2024-10-04,FoodSupply GmbH,Mehl,Getreide,476,0.95,452.2,3,Nein
PO-036794,2024-10-04,EuroFoods GmbH,Nudeln,Getreide,378,1.21,457.38,5,Nein
PO-007842,2024-10-04,EuroFoods GmbH,Äpfel,Obst & Gemüse,91,1.39,126.49,4,Nein
PO-021218,2024-10-04,AgroFresh GmbH,Nudeln,Getreide,560,1.2,672.0,1,Nein
PO-005238,2024-10-04,LandGut GmbH,Nudeln,Getreide,814,1.01,822.14,5,Nein
PO-022600,2024-10-04,BioHarvest GmbH,Hähnchen,Fleisch,259,7.64,1978.76,4,Nein
PO-004451,2024-10-04,LandGut GmbH,Mehl,Getreide,862,0.8,689.6,7,Nein
PO-027392,2024-10-04,NordFood GmbH,Karotten,Obst & Gemüse,363,1.16,421.08,3,Nein
PO-028645,2024-10-04,NordFood GmbH,Mehl,Getreide,401,0.82,328.82,5,Nein
PO-014955,2024-10-04,BioHarvest GmbH,TK-Gemüse,Tiefkühlprodukte,497,2.91,1446.27,3,Nein
PO-007906,2024-10-04,LandGut GmbH,Äpfel,Obst & Gemüse,75,1.33,99.75,9,Nein
PO-017179,2024-10-04,LandGut GmbH,Hähnchen,Fleisch,971,6.37,6185.27,6,Nein
PO-015919,2024-10-04,FoodSupply GmbH,Putenfleisch,Fleisch,943,8.17,7704.31,3,Nein
PO-011595,2024-10-04,EuroFoods GmbH,Hähnchen,Fleisch,219,6.69,1465.11,5,Nein
PO-018919,2024-10-04,EuroFoods GmbH,TK-Pommes,Tiefkühlprodukte,138,2.07,285.66,5,Nein
PO-008824,2024-10-04,NordFood GmbH,Milch,Milchprodukte,973,0.9,875.7,4,Nein
PO-013959,2024-10-04,LandGut GmbH,Äpfel,Obst & Gemüse,635,1.35,857.25,6,Nein
PO-007395,2024-10-04,GreenFields GmbH,Nudeln,Getreide,838,1.03,863.14,7,Nein
PO-027214,2024-10-04,BioHarvest GmbH,TK-Gemüse,Tiefkühlprodukte,126,2.82,355.32,1,Nein
PO-036870,2024-10-04,BioHarvest GmbH,Tomaten,Obst & Gemüse,768,2.25,1728.0,2,Nein
PO-036724,2024-10-04,EuroFoods GmbH,Hähnchen,Fleisch,134,7.0,938.0,4,Nein
PO-010761,2024-10-04,LandGut GmbH,Tomaten,Obst & Gemüse,287,1.93,553.91,8,Nein
PO-002165,2024-10-04,BioHarvest GmbH,Mehl,Getreide,474,0.95,450.3,5,Nein
PO-003412,2024-10-04,EuroFoods GmbH,Reis,Getreide,719,1.99,1430.81,3,Nein
PO-027651,2024-10-04,AgroFresh GmbH,Putenfleisch,Fleisch,618,7.48,4622.64,2,Nein
PO-026054,2024-10-04,NordFood GmbH,TK-Beeren,Tiefkühlprodukte,297,4.66,1384.02,5,Nein
PO-026187,2024-10-04,NordFood GmbH,TK-Pommes,Tiefkühlprodukte,268,2.0,536.0,5,Nein
PO-005012,2024-10-04,FoodSupply GmbH,Putenfleisch,Fleisch,509,8.05,4097.45,2,Nein
PO-001706,2024-10-04,FoodSupply GmbH,Hähnchen,Fleisch,348,6.76,2352.48,1,Ja
PO-039088,2024-10-04,LandGut GmbH,Karotten,Obst & Gemüse,591,1.12,661.92,9,Nein
PO-032014,2024-10-04,AgroFresh GmbH,Tomaten,Obst & Gemüse,55,2.21,121.55,4,Nein
PO-040882,2024-10-04,NordFood GmbH,Rindfleisch,Fleisch,493,11.9,5866.7,3,Ja
PO-044374,2024-10-04,AgroFresh GmbH,Haferflocken,Getreide,417,1.46,608.82,4,Nein
PO-018144,2024-10-04,GreenFields GmbH,TK-Gemüse,Tiefkühlprodukte,195,2.33,454.35,3,Nein
PO-008694,2024-10-04,GreenFields GmbH,Karotten,Obst & Gemüse,276,1.14,314.64,7,Nein
PO-006995,2024-10-04,EuroFoods GmbH,TK-Beeren,Tiefkühlprodukte,63,4.71,296.73,6,Nein
PO-013132,2024-10-04,EuroFoods GmbH,Hähnchen,Fleisch,971,6.66,6466.86,6,Nein
PO-023970,2024-10-04,FreshTrade GmbH,Butter,Milchprodukte,636,2.11,1341.96,7,Nein
PO-010865,2024-10-04,EuroFoods GmbH,TK-Gemüse,Tiefkühlprodukte,111,2.77,307.47,6,Nein
PO-041890,2024-10-04,LandGut GmbH,Nudeln,Getreide,654,1.02,667.08,6,Nein
PO-031886,2024-10-04,FreshTrade GmbH,Tomaten,Obst & Gemüse,928,1.97,1828.16,6,Nein
PO-046346,2024-10-04,FoodSupply GmbH,Putenfleisch,Fleisch,261,8.0,2088.0,3,Nein
PO-041858,2024-10-04,NordFood GmbH,Käse,Milchprodukte,74,5.66,418.84,1,Nein
PO-034528,2024-10-04,AgroFresh GmbH,Kartoffeln,Obst & Gemüse,335,0.98,328.3,2,Nein
PO-025912,2024-10-04,NordFood GmbH,Hähnchen,Fleisch,495,6.44,3187.8,4,Nein
PO-022727,2024-10-04,GreenFields GmbH,Hähnchen,Fleisch,141,6.47,912.27,4,Nein
PO-015640,2024-10-04,NordFood GmbH,Karotten,Obst & Gemüse,306,1.16,354.96,4,Nein
PO-037506,2024-10-04,GreenFields GmbH,Joghurt,Milchprodukte,279,0.64,178.56,5,Ja
PO-009198,2024-10-04,FoodSupply GmbH,Mehl,Getreide,372,0.88,327.36,3,Nein
PO-041320,2024-10-05,GreenFields GmbH,Butter,Milchprodukte,840,2.16,1814.4,4,Ja
PO-021697,2024-10-05,BioHarvest GmbH,Rindfleisch,Fleisch,334,12.48,4168.32,3,Nein
PO-048934,2024-10-05,FoodSupply GmbH,Nudeln,Getreide,310,1.1,341.0,2,Nein
PO-021790,2024-10-05,LandGut GmbH,TK-Pommes,Tiefkühlprodukte,587,1.79,1050.73,7,Nein
PO-017072,2024-10-05,AgroFresh GmbH,Reis,Getreide,982,1.83,1797.06,2,Nein
PO-046578,2024-10-05,GreenFields GmbH,Mehl,Getreide,151,0.81,122.31,5,Nein
PO-024652,2024-10-05,FoodSupply GmbH,Nudeln,Getreide,220,1.1,242.0,4,Nein
PO-014210,2024-10-05,NordFood GmbH,Tomaten,Obst & Gemüse,252,1.95,491.4,4,Nein
PO-037690,2024-10-05,LandGut GmbH,Mehl,Getreide,573,0.73,418.29,7,Nein
PO-000723,2024-10-05,AgroFresh GmbH,Milch,Milchprodukte,480,1.04,499.2,2,Nein
PO-027268,2024-10-05,LandGut GmbH,Haferflocken,Getreide,63,1.16,73.08,9,Nein
PO-002974,2024-10-05,FoodSupply GmbH,Tomaten,Obst & Gemüse,182,1.98,360.36,2,Nein
PO-009965,2024-10-05,LandGut GmbH,Nudeln,Getreide,137,1.16,158.92,6,Nein
PO-009431,2024-10-05,LandGut GmbH,Kartoffeln,Obst & Gemüse,59,0.87,51.33,7,Nein
PO-036940,2024-10-05,LandGut GmbH,Äpfel,Obst & Gemüse,796,1.28,1018.88,6,Nein
PO-005306,2024-10-05,BioHarvest GmbH,Milch,Milchprodukte,40,0.99,39.6,2,Nein
PO-041880,2024-10-05,LandGut GmbH,Joghurt,Milchprodukte,848,0.65,551.2,5,Nein
PO-012918,2024-10-05,EuroFoods GmbH,TK-Gemüse,Tiefkühlprodukte,323,2.58,833.34,1,Nein
PO-025857,2024-10-05,FreshTrade GmbH,Bananen,Obst & Gemüse,203,1.17,237.51,4,Nein
PO-003940,2024-10-05,NordFood GmbH,Haferflocken,Getreide,744,1.33,989.52,4,Nein
PO-045135,2024-10-05,FreshTrade GmbH,TK-Pommes,Tiefkühlprodukte,479,2.08,996.32,8,Ja
PO-014756,2024-10-05,AgroFresh GmbH,Käse,Milchprodukte,96,6.37,611.52,2,Nein
PO-031240,2024-10-05,FreshTrade GmbH,Milch,Milchprodukte,710,0.89,631.9,2,Nein
PO-011132,2024-10-05,LandGut GmbH,Mehl,Getreide,93,0.77,71.61,5,Nein
PO-021892,2024-10-05,BioHarvest GmbH,Nudeln,Getreide,115,1.33,152.95,4,Nein
PO-021905,2024-10-05,AgroFresh GmbH,Milch,Milchprodukte,777,1.05,815.85,2,Nein
PO-035611,2024-10-05,FoodSupply GmbH,Kartoffeln,Obst & Gemüse,90,0.98,88.2,2,Nein
PO-017426,2024-10-05,LandGut GmbH,Haferflocken,Getreide,312,1.22,380.64,7,Nein
PO-026927,2024-10-05,FreshTrade GmbH,Haferflocken,Getreide,577,1.35,778.95,9,Nein
PO-046698,2024-10-05,GreenFields GmbH,TK-Gemüse,Tiefkühlprodukte,384,2.52,967.68,4,Nein
PO-025174,2024-10-05,FoodSupply GmbH,TK-Beeren,Tiefkühlprodukte,103,5.27,542.81,4,Nein
PO-025736,2024-10-05,GreenFields GmbH,Karotten,Obst & Gemüse,454,1.12,508.48,3,Ja
PO-004324,2024-10-05,NordFood GmbH,TK-Pommes,Tiefkühlprodukte,507,2.23,1130.61,4,Nein
PO-039271,2024-10-05,AgroFresh GmbH,Mehl,Getreide,238,0.93,221.34,4,Nein
PO-021239,2024-10-05,GreenFields GmbH,TK-Pommes,Tiefkühlprodukte,168,1.94,325.92,7,Nein
PO-009890,2024-10-05,FoodSupply GmbH,TK-Beeren,Tiefkühlprodukte,287,5.18,1486.66,3,Nein
PO-019369,2024-10-05,LandGut GmbH,Reis,Getreide,843,1.76,1483.68,7,Nein
PO-042094,2024-10-05,GreenFields GmbH,Äpfel,Obst & Gemüse,37,1.47,54.39,7,Nein
PO-002689,2024-10-05,EuroFoods GmbH,Käse,Milchprodukte,26,5.57,144.82,5,Nein
PO-036169,2024-10-05,FoodSupply GmbH,Mehl,Getreide,661,0.87,575.07,5,Nein
PO-030407,2024-10-05,LandGut GmbH,Reis,Getreide,973,1.86,1809.78,8,Nein
PO-012992,2024-10-05,FoodSupply GmbH,Hähnchen,Fleisch,858,6.76,5800.08,3,Nein
PO-040508,2024-10-05,FoodSupply GmbH,Milch,Milchprodukte,841,1.01,849.41,1,Nein
PO-037100,2024-10-05,FreshTrade GmbH,Putenfleisch,Fleisch,107,7.24,774.68,5,Nein
PO-006678,2024-10-05,FreshTrade GmbH,Käse,Milchprodukte,211,5.36,1130.96,6,Nein
PO-008900,2024-10-05,FoodSupply GmbH,Mehl,Getreide,577,0.86,496.22,2,Nein
PO-045939,2024-10-05,GreenFields GmbH,Hähnchen,Fleisch,876,6.08,5326.08,5,Nein
PO-033067,2024-10-05,BioHarvest GmbH,Milch,Milchprodukte,118,1.07,126.26,3,Nein
PO-031565,2024-10-06,LandGut GmbH,Mehl,Getreide,529,0.77,407.33,6,Nein
PO-011422,2024-10-06,FoodSupply GmbH,Kartoffeln,Obst & Gemüse,954,0.94,896.76,5,Nein
PO-042210,2024-10-06,AgroFresh GmbH,Tomaten,Obst & Gemüse,519,2.26,1172.94,5,Nein
PO-047475,2024-10-06,FreshTrade GmbH,TK-Pommes,Tiefkühlprodukte,337,2.01,677.37,3,Nein
PO-011389,2024-10-06,FreshTrade GmbH,Rindfleisch,Fleisch,263,11.37,2990.31,6,Nein
